date,game_pk,game_time_utc,team,opponent,home_away,slot,batter_id,batter_name,opp_starter_id,opp_starter_name,stand,opp_throws
2026-08-09,822862,2026-08-09T18:35:00Z,Baltimore Orioles,Texas Rangers,away,6,665750,Leody Taveras,677958,Kumar Rocker,L,R
2026-08-09,822862,2026-08-09T18:35:00Z,Baltimore Orioles,Texas Rangers,away,7,691723,Coby Mayo,677958,Kumar Rocker,R,R
2026-08-09,822862,2026-08-09T18:35:00Z,Baltimore Orioles,Texas Rangers,away,8,681297,Colton Cowser,677958,Kumar Rocker,L,R
2026-08-09,822862,2026-08-09T18:35:00Z,Baltimore Orioles,Texas Rangers,away,9,665966,Carlos Narváez,677958,Kumar Rocker,R,R
2026-08-09,823190,2026-08-09T20:05:00Z,San Francisco Giants,Detroit Tigers,home,1,805811,Bryce Eldridge,675512,Troy Melton,L,R
2026-08-09,823190,2026-08-09T20:05:00Z,San Francisco Giants,Detroit Tigers,home,2,808982,Jung Hoo Lee,675512,Troy Melton,L,R
2026-08-09,823190,2026-08-09T20:05:00Z,San Francisco Giants,Detroit Tigers,home,3,642715,Willy Adames,675512,Troy Melton,R,R
2026-08-09,823190,2026-08-09T20:05:00Z,San Francisco Giants,Detroit Tigers,home,4,646240,Rafael Devers,675512,Troy Melton,L,R
2026-08-09,823190,2026-08-09T20:05:00Z,San Francisco Giants,Detroit Tigers,home,5,678545,Osleivis Basabe,675512,Troy Melton,R,R
2026-08-09,823190,2026-08-09T20:05:00Z,San Francisco Giants,Detroit Tigers,home,6,687551,Drew Gilbert,675512,Troy Melton,L,R
2026-08-09,823190,2026-08-09T20:05:00Z,San Francisco Giants,Detroit Tigers,home,7,691740,Daniel Susac,675512,Troy Melton,R,R
2026-08-09,823190,2026-08-09T20:05:00Z,San Francisco Giants,Detroit Tigers,home,8,687529,Grant McCray,675512,Troy Melton,L,R
2026-08-09,823190,2026-08-09T20:05:00Z,San Francisco Giants,Detroit Tigers,home,9,683766,Christian Koss,675512,Troy Melton,R,R
2026-08-09,823190,2026-08-09T20:05:00Z,Detroit Tigers,San Francisco Giants,away,1,805808,Kevin McGonigle,657277,Logan Webb,L,R
2026-08-09,823190,2026-08-09T20:05:00Z,Detroit Tigers,San Francisco Giants,away,2,650402,Gleyber Torres,657277,Logan Webb,R,R
2026-08-09,823190,2026-08-09T20:05:00Z,Detroit Tigers,San Francisco Giants,away,3,693307,Dillon Dingler,657277,Logan Webb,R,R
2026-08-09,823190,2026-08-09T20:05:00Z,Detroit Tigers,San Francisco Giants,away,4,682985,Riley Greene,657277,Logan Webb,L,R
2026-08-09,823190,2026-08-09T20:05:00Z,Detroit Tigers,San Francisco Giants,away,5,690993,Colt Keith,657277,Logan Webb,L,R
2026-08-09,823190,2026-08-09T20:05:00Z,Detroit Tigers,San Francisco Giants,away,6,679529,Spencer Torkelson,657277,Logan Webb,R,R
2026-08-09,823190,2026-08-09T20:05:00Z,Detroit Tigers,San Francisco Giants,away,7,703601,Max Clark,657277,Logan Webb,L,R
2026-08-09,823190,2026-08-09T20:05:00Z,Detroit Tigers,San Francisco Giants,away,8,680664,Eduardo Valencia,657277,Logan Webb,R,R
2026-08-09,823190,2026-08-09T20:05:00Z,Detroit Tigers,San Francisco Giants,away,9,656716,Zach McKinstry,657277,Logan Webb,L,R
2026-08-09,825050,2026-08-09T20:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,home,1,672695,Geraldo Perdomo,680736,Justin Wrobleski,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,home,2,682998,Corbin Carroll,680736,Justin Wrobleski,L,L
2026-08-09,825050,2026-08-09T20:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,home,3,672515,Gabriel Moreno,680736,Justin Wrobleski,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,home,4,606466,Ketel Marte,680736,Justin Wrobleski,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,home,5,571448,Nolan Arenado,680736,Justin Wrobleski,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,home,6,545121,Ildemaro Vargas,680736,Justin Wrobleski,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,home,7,694374,Tim Tawa,680736,Justin Wrobleski,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,home,8,682988,Tyler Locklear,680736,Justin Wrobleski,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,home,9,814439,Ryan Waldschmidt,680736,Justin Wrobleski,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,away,1,660271,Shohei Ohtani,593958,Eduardo Rodriguez,L,L
2026-08-09,825050,2026-08-09T20:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,away,2,681624,Andy Pages,593958,Eduardo Rodriguez,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,away,3,518692,Freddie Freeman,593958,Eduardo Rodriguez,L,L
2026-08-09,825050,2026-08-09T20:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,away,4,669242,Tommy Edman,593958,Eduardo Rodriguez,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,away,5,605141,Mookie Betts,593958,Eduardo Rodriguez,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,away,6,663656,Kyle Tucker,593958,Eduardo Rodriguez,L,L
2026-08-09,825050,2026-08-09T20:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,away,7,606192,Teoscar Hernández,593958,Eduardo Rodriguez,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,away,8,571771,Enrique Hernández,593958,Eduardo Rodriguez,R,L
2026-08-09,825050,2026-08-09T20:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,away,9,666163,Ben Rortvedt,593958,Eduardo Rodriguez,L,L
2026-08-09,823104,2026-08-09T20:10:00Z,Seattle Mariners,Tampa Bay Rays,home,1,621493,Taylor Ward,693855,Ian Seymour,R,L
2026-08-09,823104,2026-08-09T20:10:00Z,Seattle Mariners,Tampa Bay Rays,home,2,702284,Cole Young,693855,Ian Seymour,L,L
2026-08-09,823104,2026-08-09T20:10:00Z,Seattle Mariners,Tampa Bay Rays,home,3,668227,Randy Arozarena,693855,Ian Seymour,R,L
2026-08-09,823104,2026-08-09T20:10:00Z,Seattle Mariners,Tampa Bay Rays,home,4,686527,Dominic Canzone,693855,Ian Seymour,L,L
2026-08-09,823104,2026-08-09T20:10:00Z,Seattle Mariners,Tampa Bay Rays,home,5,677594,Julio Rodríguez,693855,Ian Seymour,R,L
2026-08-09,823104,2026-08-09T20:10:00Z,Seattle Mariners,Tampa Bay Rays,home,6,647304,Josh Naylor,693855,Ian Seymour,L,L
2026-08-09,823104,2026-08-09T20:10:00Z,Seattle Mariners,Tampa Bay Rays,home,7,663728,Cal Raleigh,693855,Ian Seymour,R,L
2026-08-09,823104,2026-08-09T20:10:00Z,Seattle Mariners,Tampa Bay Rays,home,8,642215,Weston Wilson,693855,Ian Seymour,R,L
2026-08-09,823104,2026-08-09T20:10:00Z,Seattle Mariners,Tampa Bay Rays,home,9,806068,Colt Emerson,693855,Ian Seymour,L,L
2026-08-09,823104,2026-08-09T20:10:00Z,Tampa Bay Rays,Seattle Mariners,away,1,650490,Yandy Díaz,676106,Emerson Hancock,R,R
2026-08-09,823104,2026-08-09T20:10:00Z,Tampa Bay Rays,Seattle Mariners,away,2,666018,Jonathan Aranda,676106,Emerson Hancock,L,R
2026-08-09,823104,2026-08-09T20:10:00Z,Tampa Bay Rays,Seattle Mariners,away,3,802415,Chandler Simpson,676106,Emerson Hancock,L,R
2026-08-09,823104,2026-08-09T20:10:00Z,Tampa Bay Rays,Seattle Mariners,away,4,691406,Junior Caminero,676106,Emerson Hancock,R,R
2026-08-09,823104,2026-08-09T20:10:00Z,Tampa Bay Rays,Seattle Mariners,away,5,689414,Liam Hicks,676106,Emerson Hancock,L,R
2026-08-09,823104,2026-08-09T20:10:00Z,Tampa Bay Rays,Seattle Mariners,away,6,683748,Victor Mesa Jr.,676106,Emerson Hancock,L,R
2026-08-09,823104,2026-08-09T20:10:00Z,Tampa Bay Rays,Seattle Mariners,away,7,656775,Cedric Mullins,676106,Emerson Hancock,L,R
2026-08-09,823104,2026-08-09T20:10:00Z,Tampa Bay Rays,Seattle Mariners,away,8,680700,Richie Palacios,676106,Emerson Hancock,L,R
2026-08-09,823104,2026-08-09T20:10:00Z,Tampa Bay Rays,Seattle Mariners,away,9,670764,Taylor Walls,676106,Emerson Hancock,L,R
2026-08-09,823268,2026-08-10T00:20:00Z,San Diego Padres,Houston Astros,home,1,665487,Fernando Tatis Jr.,664299,Cristian Javier,R,R
2026-08-09,823268,2026-08-10T00:20:00Z,San Diego Padres,Houston Astros,home,2,630105,Jake Cronenworth,664299,Cristian Javier,L,R
2026-08-09,823268,2026-08-10T00:20:00Z,San Diego Padres,Houston Astros,home,3,592518,Manny Machado,664299,Cristian Javier,R,R
2026-08-09,823268,2026-08-10T00:20:00Z,San Diego Padres,Houston Astros,home,4,664034,Ty France,664299,Cristian Javier,R,R
2026-08-09,823268,2026-08-10T00:20:00Z,San Diego Padres,Houston Astros,home,5,701538,Jackson Merrill,664299,Cristian Javier,L,R
2026-08-09,823268,2026-08-10T00:20:00Z,San Diego Padres,Houston Astros,home,6,650859,Luis Rengifo,664299,Cristian Javier,L,R
2026-08-09,823268,2026-08-10T00:20:00Z,San Diego Padres,Houston Astros,home,7,657757,Gavin Sheets,664299,Cristian Javier,L,R
2026-08-09,823268,2026-08-10T00:20:00Z,San Diego Padres,Houston Astros,home,8,593428,Xander Bogaerts,664299,Cristian Javier,R,R
2026-08-09,823268,2026-08-10T00:20:00Z,San Diego Padres,Houston Astros,home,9,666023,Freddy Fermin,664299,Cristian Javier,R,R
