date,game_pk,game_time_utc,team,opponent,home_away,slot,batter_id,batter_name,opp_starter_id,opp_starter_name,bats,opp_throws,stand
2026-08-16,822940,2026-08-16T16:15:00Z,Tampa Bay Rays,Baltimore Orioles,home,1,650490,Yandy Díaz,669432,Trevor Rogers,R,L,R
2026-08-16,822940,2026-08-16T16:15:00Z,Tampa Bay Rays,Baltimore Orioles,home,2,666018,Jonathan Aranda,669432,Trevor Rogers,L,L,L
2026-08-16,822940,2026-08-16T16:15:00Z,Tampa Bay Rays,Baltimore Orioles,home,3,691406,Junior Caminero,669432,Trevor Rogers,R,L,R
2026-08-16,822940,2026-08-16T16:15:00Z,Tampa Bay Rays,Baltimore Orioles,home,4,668723,Ryan Vilade,669432,Trevor Rogers,R,L,R
2026-08-16,822940,2026-08-16T16:15:00Z,Tampa Bay Rays,Baltimore Orioles,home,5,802415,Chandler Simpson,669432,Trevor Rogers,L,L,L
2026-08-16,822940,2026-08-16T16:15:00Z,Tampa Bay Rays,Baltimore Orioles,home,6,676356,Jonny DeLuca,669432,Trevor Rogers,R,L,R
2026-08-16,822940,2026-08-16T16:15:00Z,Tampa Bay Rays,Baltimore Orioles,home,7,622761,Jorge Mateo,669432,Trevor Rogers,R,L,R
2026-08-16,822940,2026-08-16T16:15:00Z,Tampa Bay Rays,Baltimore Orioles,home,8,663743,Nick Fortes,669432,Trevor Rogers,R,L,R
2026-08-16,822940,2026-08-16T16:15:00Z,Tampa Bay Rays,Baltimore Orioles,home,9,670764,Taylor Walls,669432,Trevor Rogers,S,L,R
2026-08-16,822940,2026-08-16T16:15:00Z,Baltimore Orioles,Tampa Bay Rays,away,1,702616,Jackson Holliday,642547,Freddy Peralta,L,R,L
2026-08-16,822940,2026-08-16T16:15:00Z,Baltimore Orioles,Tampa Bay Rays,away,2,624413,Pete Alonso,642547,Freddy Peralta,R,R,R
2026-08-16,822940,2026-08-16T16:15:00Z,Baltimore Orioles,Tampa Bay Rays,away,3,683002,Gunnar Henderson,642547,Freddy Peralta,L,R,L
2026-08-16,822940,2026-08-16T16:15:00Z,Baltimore Orioles,Tampa Bay Rays,away,4,687952,Christian Encarnacion-Strand,642547,Freddy Peralta,R,R,R
2026-08-16,822940,2026-08-16T16:15:00Z,Baltimore Orioles,Tampa Bay Rays,away,5,687637,Dylan Beavers,642547,Freddy Peralta,L,R,L
2026-08-16,822940,2026-08-16T16:15:00Z,Baltimore Orioles,Tampa Bay Rays,away,6,665750,Leody Taveras,642547,Freddy Peralta,S,R,L
2026-08-16,822940,2026-08-16T16:15:00Z,Baltimore Orioles,Tampa Bay Rays,away,7,681297,Colton Cowser,642547,Freddy Peralta,L,R,L
2026-08-16,822940,2026-08-16T16:15:00Z,Baltimore Orioles,Tampa Bay Rays,away,8,691723,Coby Mayo,642547,Freddy Peralta,R,R,R
