date,game_pk,game_time_utc,team,opponent,home_away,slot,batter_id,batter_name,opp_starter_id,opp_starter_name,bats,opp_throws,stand
2026-08-31,824911,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,home,1,686948,Drake Baldwin,683627,Anthony Molina,L,R,L
2026-08-31,824911,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,home,2,660670,Ronald Acuña Jr.,683627,Anthony Molina,R,R,R
2026-08-31,824911,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,home,3,621566,Matt Olson,683627,Anthony Molina,L,R,L
2026-08-31,824911,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,home,4,643289,Mauricio Dubón,683627,Anthony Molina,R,R,R
2026-08-31,824911,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,home,5,671739,Michael Harris II,683627,Anthony Molina,L,R,L
2026-08-31,824911,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,home,6,645277,Ozzie Albies,683627,Anthony Molina,S,R,L
2026-08-31,824911,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,home,7,669221,Sean Murphy,683627,Anthony Molina,R,R,R
2026-08-31,824911,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,home,8,663586,Austin Riley,683627,Anthony Molina,R,R,R
2026-08-31,824911,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,home,9,573262,Mike Yastrzemski,683627,Anthony Molina,L,R,L
2026-08-31,824911,2026-08-31T22:05:00Z,San Francisco Giants,Atlanta Braves,away,1,687551,Drew Gilbert,693821,Bryce Elder,L,R,L
2026-08-31,824911,2026-08-31T22:05:00Z,San Francisco Giants,Atlanta Braves,away,2,646240,Rafael Devers,693821,Bryce Elder,L,R,L
2026-08-31,824911,2026-08-31T22:05:00Z,San Francisco Giants,Atlanta Braves,away,3,805811,Bryce Eldridge,693821,Bryce Elder,L,R,L
2026-08-31,824911,2026-08-31T22:05:00Z,San Francisco Giants,Atlanta Braves,away,4,813841,Jonah Cox,693821,Bryce Elder,R,R,R
2026-08-31,824911,2026-08-31T22:05:00Z,San Francisco Giants,Atlanta Braves,away,5,808982,Jung Hoo Lee,693821,Bryce Elder,L,R,L
2026-08-31,824911,2026-08-31T22:05:00Z,San Francisco Giants,Atlanta Braves,away,6,678545,Osleivis Basabe,693821,Bryce Elder,R,R,R
2026-08-31,824911,2026-08-31T22:05:00Z,San Francisco Giants,Atlanta Braves,away,7,668800,Andrew Knizner,693821,Bryce Elder,R,R,R
2026-08-31,824911,2026-08-31T22:05:00Z,San Francisco Giants,Atlanta Braves,away,8,801501,Nate Furman,693821,Bryce Elder,L,R,L
2026-08-31,824911,2026-08-31T22:05:00Z,San Francisco Giants,Atlanta Braves,away,9,683766,Christian Koss,693821,Bryce Elder,R,R,R
2026-08-31,824473,2026-08-31T22:40:00Z,Cincinnati Reds,San Diego Padres,home,1,699302,Héctor Rodríguez,650633,Michael King,L,R,L
2026-08-31,824473,2026-08-31T22:40:00Z,Cincinnati Reds,San Diego Padres,home,2,682829,Elly De La Cruz,650633,Michael King,S,R,L
2026-08-31,824473,2026-08-31T22:40:00Z,Cincinnati Reds,San Diego Padres,home,3,701398,Sal Stewart,650633,Michael King,R,R,R
2026-08-31,824473,2026-08-31T22:40:00Z,Cincinnati Reds,San Diego Padres,home,4,668709,JJ Bleday,650633,Michael King,L,R,L
2026-08-31,824473,2026-08-31T22:40:00Z,Cincinnati Reds,San Diego Padres,home,5,663886,Tyler Stephenson,650633,Michael King,R,R,R
2026-08-31,824473,2026-08-31T22:40:00Z,Cincinnati Reds,San Diego Padres,home,6,553993,Eugenio Suárez,650633,Michael King,R,R,R
2026-08-31,824473,2026-08-31T22:40:00Z,Cincinnati Reds,San Diego Padres,home,7,680574,Matt McLain,650633,Michael King,R,R,R
2026-08-31,824473,2026-08-31T22:40:00Z,Cincinnati Reds,San Diego Padres,home,8,670770,TJ Friedl,650633,Michael King,L,R,L
2026-08-31,824473,2026-08-31T22:40:00Z,Cincinnati Reds,San Diego Padres,home,9,695490,Edwin Arroyo,650633,Michael King,S,R,L
2026-08-31,824473,2026-08-31T22:40:00Z,San Diego Padres,Cincinnati Reds,away,1,665487,Fernando Tatis Jr.,663903,Brady Singer,R,R,R
2026-08-31,824473,2026-08-31T22:40:00Z,San Diego Padres,Cincinnati Reds,away,2,630105,Jake Cronenworth,663903,Brady Singer,L,R,L
2026-08-31,824473,2026-08-31T22:40:00Z,San Diego Padres,Cincinnati Reds,away,3,592518,Manny Machado,663903,Brady Singer,R,R,R
2026-08-31,824473,2026-08-31T22:40:00Z,San Diego Padres,Cincinnati Reds,away,4,664034,Ty France,663903,Brady Singer,R,R,R
2026-08-31,824473,2026-08-31T22:40:00Z,San Diego Padres,Cincinnati Reds,away,5,701538,Jackson Merrill,663903,Brady Singer,L,R,L
2026-08-31,824473,2026-08-31T22:40:00Z,San Diego Padres,Cincinnati Reds,away,6,593428,Xander Bogaerts,663903,Brady Singer,R,R,R
2026-08-31,824473,2026-08-31T22:40:00Z,San Diego Padres,Cincinnati Reds,away,7,687957,Dustin Harris,663903,Brady Singer,L,R,L
2026-08-31,824473,2026-08-31T22:40:00Z,San Diego Padres,Cincinnati Reds,away,8,669134,Luis Campusano,663903,Brady Singer,R,R,R
2026-08-31,824473,2026-08-31T22:40:00Z,San Diego Padres,Cincinnati Reds,away,9,823550,Sung-Mun Song,663903,Brady Singer,L,R,L
2026-08-31,822932,2026-08-31T22:40:00Z,Tampa Bay Rays,New York Mets,home,1,650490,Yandy Díaz,476594,Robert Stock,R,R,R
2026-08-31,822932,2026-08-31T22:40:00Z,Tampa Bay Rays,New York Mets,home,2,666018,Jonathan Aranda,476594,Robert Stock,L,R,L
2026-08-31,822932,2026-08-31T22:40:00Z,Tampa Bay Rays,New York Mets,home,3,691406,Junior Caminero,476594,Robert Stock,R,R,R
2026-08-31,822932,2026-08-31T22:40:00Z,Tampa Bay Rays,New York Mets,home,4,689414,Liam Hicks,476594,Robert Stock,L,R,L
2026-08-31,822932,2026-08-31T22:40:00Z,Tampa Bay Rays,New York Mets,home,5,802415,Chandler Simpson,476594,Robert Stock,L,R,L
2026-08-31,822932,2026-08-31T22:40:00Z,Tampa Bay Rays,New York Mets,home,6,656775,Cedric Mullins,476594,Robert Stock,L,R,L
2026-08-31,822932,2026-08-31T22:40:00Z,Tampa Bay Rays,New York Mets,home,7,676356,Jonny DeLuca,476594,Robert Stock,R,R,R
2026-08-31,822932,2026-08-31T22:40:00Z,Tampa Bay Rays,New York Mets,home,8,680700,Richie Palacios,476594,Robert Stock,L,R,L
2026-08-31,822932,2026-08-31T22:40:00Z,Tampa Bay Rays,New York Mets,home,9,670764,Taylor Walls,476594,Robert Stock,S,R,L
2026-08-31,822932,2026-08-31T22:40:00Z,New York Mets,Tampa Bay Rays,away,1,596019,Francisco Lindor,693855,Ian Seymour,S,L,R
2026-08-31,822932,2026-08-31T22:40:00Z,New York Mets,Tampa Bay Rays,away,2,666182,Bo Bichette,693855,Ian Seymour,R,L,R
2026-08-31,822932,2026-08-31T22:40:00Z,New York Mets,Tampa Bay Rays,away,3,701807,Carson Benge,693855,Ian Seymour,L,L,L
2026-08-31,822932,2026-08-31T22:40:00Z,New York Mets,Tampa Bay Rays,away,4,668901,Mark Vientos,693855,Ian Seymour,R,L,R
2026-08-31,822932,2026-08-31T22:40:00Z,New York Mets,Tampa Bay Rays,away,5,676724,Jared Young,693855,Ian Seymour,L,L,L
2026-08-31,822932,2026-08-31T22:40:00Z,New York Mets,Tampa Bay Rays,away,6,666624,Christopher Morel,693855,Ian Seymour,R,L,R
2026-08-31,822932,2026-08-31T22:40:00Z,New York Mets,Tampa Bay Rays,away,7,543760,Marcus Semien,693855,Ian Seymour,R,L,R
2026-08-31,822932,2026-08-31T22:40:00Z,New York Mets,Tampa Bay Rays,away,8,805999,A.J. Ewing,693855,Ian Seymour,L,L,L
2026-08-31,822932,2026-08-31T22:40:00Z,New York Mets,Tampa Bay Rays,away,9,682626,Francisco Alvarez,693855,Ian Seymour,R,L,R
2026-08-31,824719,2026-08-31T22:45:00Z,Boston Red Sox,Seattle Mariners,home,1,701350,Roman Anthony,669923,George Kirby,L,R,L
2026-08-31,824719,2026-08-31T22:45:00Z,Boston Red Sox,Seattle Mariners,home,2,681508,Mickey Gasper,669923,George Kirby,S,R,L
2026-08-31,824719,2026-08-31T22:45:00Z,Boston Red Sox,Seattle Mariners,home,3,678882,Ceddanne Rafaela,669923,George Kirby,R,R,R
2026-08-31,824719,2026-08-31T22:45:00Z,Boston Red Sox,Seattle Mariners,home,4,677800,Wilyer Abreu,669923,George Kirby,L,R,L
2026-08-31,824719,2026-08-31T22:45:00Z,Boston Red Sox,Seattle Mariners,home,5,686765,Nick Sogard,669923,George Kirby,S,R,L
2026-08-31,824719,2026-08-31T22:45:00Z,Boston Red Sox,Seattle Mariners,home,6,702332,Caleb Durbin,669923,George Kirby,R,R,R
2026-08-31,824719,2026-08-31T22:45:00Z,Boston Red Sox,Seattle Mariners,home,7,680776,Jarren Duran,669923,George Kirby,L,R,L
2026-08-31,824719,2026-08-31T22:45:00Z,Boston Red Sox,Seattle Mariners,home,8,596115,Trevor Story,669923,George Kirby,R,R,R
2026-08-31,824719,2026-08-31T22:45:00Z,Boston Red Sox,Seattle Mariners,home,9,657136,Connor Wong,669923,George Kirby,R,R,R
2026-08-31,824719,2026-08-31T22:45:00Z,Seattle Mariners,Boston Red Sox,away,1,668227,Randy Arozarena,801139,Payton Tolle,R,L,R
2026-08-31,824719,2026-08-31T22:45:00Z,Seattle Mariners,Boston Red Sox,away,2,686527,Dominic Canzone,801139,Payton Tolle,L,L,L
