date,game_pk,game_time_utc,team,opponent,home_away,slot,batter_id,batter_name,opp_starter_id,opp_starter_name,bats,opp_throws,stand
2026-09-05,823577,2026-09-05T20:10:00Z,New York Mets,San Francisco Giants,home,1,596019,Francisco Lindor,683627,Anthony Molina,S,R,L
2026-09-05,823577,2026-09-05T20:10:00Z,New York Mets,San Francisco Giants,home,2,665742,Juan Soto,683627,Anthony Molina,L,R,L
2026-09-05,823577,2026-09-05T20:10:00Z,New York Mets,San Francisco Giants,home,3,666182,Bo Bichette,683627,Anthony Molina,R,R,R
2026-09-05,823577,2026-09-05T20:10:00Z,New York Mets,San Francisco Giants,home,4,701807,Carson Benge,683627,Anthony Molina,L,R,L
2026-09-05,823577,2026-09-05T20:10:00Z,New York Mets,San Francisco Giants,home,5,676724,Jared Young,683627,Anthony Molina,L,R,L
2026-09-05,823577,2026-09-05T20:10:00Z,New York Mets,San Francisco Giants,home,6,543760,Marcus Semien,683627,Anthony Molina,R,R,R
2026-09-05,823577,2026-09-05T20:10:00Z,New York Mets,San Francisco Giants,home,7,805999,A.J. Ewing,683627,Anthony Molina,L,R,L
2026-09-05,823577,2026-09-05T20:10:00Z,New York Mets,San Francisco Giants,home,8,682626,Francisco Alvarez,683627,Anthony Molina,R,R,R
2026-09-05,823577,2026-09-05T20:10:00Z,New York Mets,San Francisco Giants,home,9,683146,Brett Baty,683627,Anthony Molina,L,R,L
2026-09-05,823577,2026-09-05T20:10:00Z,San Francisco Giants,New York Mets,away,1,813841,Jonah Cox,804267,Zac Thornton,R,L,R
2026-09-05,823577,2026-09-05T20:10:00Z,San Francisco Giants,New York Mets,away,2,646240,Rafael Devers,804267,Zac Thornton,L,L,L
2026-09-05,823577,2026-09-05T20:10:00Z,San Francisco Giants,New York Mets,away,3,805811,Bryce Eldridge,804267,Zac Thornton,L,L,L
2026-09-05,823577,2026-09-05T20:10:00Z,San Francisco Giants,New York Mets,away,4,678545,Osleivis Basabe,804267,Zac Thornton,R,L,R
2026-09-05,823577,2026-09-05T20:10:00Z,San Francisco Giants,New York Mets,away,5,806367,Turner Hill,804267,Zac Thornton,L,L,L
2026-09-05,823577,2026-09-05T20:10:00Z,San Francisco Giants,New York Mets,away,6,668800,Andrew Knizner,804267,Zac Thornton,R,L,R
2026-09-05,823577,2026-09-05T20:10:00Z,San Francisco Giants,New York Mets,away,7,694376,Shay Whitcomb,804267,Zac Thornton,R,L,R
2026-09-05,823577,2026-09-05T20:10:00Z,San Francisco Giants,New York Mets,away,8,687529,Grant McCray,804267,Zac Thornton,L,L,L
2026-09-05,823577,2026-09-05T20:10:00Z,San Francisco Giants,New York Mets,away,9,683766,Christian Koss,804267,Zac Thornton,R,L,R
2026-09-05,823823,2026-09-05T20:10:00Z,Miami Marlins,Chicago Cubs,home,1,669065,Kyle Stowers,665871,Javier Assad,L,R,L
2026-09-05,823823,2026-09-05T20:10:00Z,Miami Marlins,Chicago Cubs,home,2,681715,Heriberto Hernández,665871,Javier Assad,R,R,R
2026-09-05,823823,2026-09-05T20:10:00Z,Miami Marlins,Chicago Cubs,home,3,665052,Griffin Conine,665871,Javier Assad,L,R,L
2026-09-05,823823,2026-09-05T20:10:00Z,Miami Marlins,Chicago Cubs,home,4,672640,Otto Lopez,665871,Javier Assad,R,R,R
2026-09-05,823823,2026-09-05T20:10:00Z,Miami Marlins,Chicago Cubs,home,5,805300,Jakob Marsee,665871,Javier Assad,L,R,L
2026-09-05,823823,2026-09-05T20:10:00Z,Miami Marlins,Chicago Cubs,home,6,683357,Owen Caissie,665871,Javier Assad,L,R,L
2026-09-05,823823,2026-09-05T20:10:00Z,Miami Marlins,Chicago Cubs,home,7,691788,Joe Mack,665871,Javier Assad,L,R,L
2026-09-05,823823,2026-09-05T20:10:00Z,Miami Marlins,Chicago Cubs,home,8,688363,Graham Pauley,665871,Javier Assad,L,R,L
2026-09-05,823823,2026-09-05T20:10:00Z,Miami Marlins,Chicago Cubs,home,9,691594,Javier Sanoja,665871,Javier Assad,R,R,R
2026-09-05,823823,2026-09-05T20:10:00Z,Chicago Cubs,Miami Marlins,away,1,691718,Pete Crow-Armstrong,687473,Ryan Gusto,L,R,L
2026-09-05,823823,2026-09-05T20:10:00Z,Chicago Cubs,Miami Marlins,away,2,673548,Seiya Suzuki,687473,Ryan Gusto,R,R,R
2026-09-05,823823,2026-09-05T20:10:00Z,Chicago Cubs,Miami Marlins,away,3,683737,Michael Busch,687473,Ryan Gusto,L,R,L
2026-09-05,823823,2026-09-05T20:10:00Z,Chicago Cubs,Miami Marlins,away,4,608324,Alex Bregman,687473,Ryan Gusto,R,R,R
2026-09-05,823823,2026-09-05T20:10:00Z,Chicago Cubs,Miami Marlins,away,5,664023,Ian Happ,687473,Ryan Gusto,S,R,L
2026-09-05,823823,2026-09-05T20:10:00Z,Chicago Cubs,Miami Marlins,away,6,663538,Nico Hoerner,687473,Ryan Gusto,R,R,R
2026-09-05,823823,2026-09-05T20:10:00Z,Chicago Cubs,Miami Marlins,away,7,699393,Pedro Ramírez,687473,Ryan Gusto,S,R,L
2026-09-05,823823,2026-09-05T20:10:00Z,Chicago Cubs,Miami Marlins,away,8,624424,Michael Conforto,687473,Ryan Gusto,L,R,L
2026-09-05,823823,2026-09-05T20:10:00Z,Chicago Cubs,Miami Marlins,away,9,665804,Miguel Amaya,687473,Ryan Gusto,R,R,R
2026-09-05,823419,2026-09-05T22:05:00Z,Philadelphia Phillies,Atlanta Braves,home,1,656941,Kyle Schwarber,527048,Martín Pérez,L,L,L
2026-09-05,823419,2026-09-05T22:05:00Z,Philadelphia Phillies,Atlanta Braves,home,2,607208,Trea Turner,527048,Martín Pérez,R,L,R
2026-09-05,823419,2026-09-05T22:05:00Z,Philadelphia Phillies,Atlanta Braves,home,3,547180,Bryce Harper,527048,Martín Pérez,L,L,L
2026-09-05,823419,2026-09-05T22:05:00Z,Philadelphia Phillies,Atlanta Braves,home,4,650333,Luis Arraez,527048,Martín Pérez,L,L,L
2026-09-05,823419,2026-09-05T22:05:00Z,Philadelphia Phillies,Atlanta Braves,home,5,664761,Alec Bohm,527048,Martín Pérez,R,L,R
2026-09-05,823419,2026-09-05T22:05:00Z,Philadelphia Phillies,Atlanta Braves,home,6,624641,Edmundo Sosa,527048,Martín Pérez,R,L,R
2026-09-05,823419,2026-09-05T22:05:00Z,Philadelphia Phillies,Atlanta Braves,home,7,592663,J.T. Realmuto,527048,Martín Pérez,R,L,R
2026-09-05,823419,2026-09-05T22:05:00Z,Philadelphia Phillies,Atlanta Braves,home,8,681082,Bryson Stott,527048,Martín Pérez,L,L,L
2026-09-05,823419,2026-09-05T22:05:00Z,Philadelphia Phillies,Atlanta Braves,home,9,656537,Derek Hill,527048,Martín Pérez,R,L,R
2026-09-05,823419,2026-09-05T22:05:00Z,Atlanta Braves,Philadelphia Phillies,away,1,686948,Drake Baldwin,554430,Zack Wheeler,L,R,L
2026-09-05,823419,2026-09-05T22:05:00Z,Atlanta Braves,Philadelphia Phillies,away,2,660670,Ronald Acuña Jr.,554430,Zack Wheeler,R,R,R
2026-09-05,823419,2026-09-05T22:05:00Z,Atlanta Braves,Philadelphia Phillies,away,3,621566,Matt Olson,554430,Zack Wheeler,L,R,L
2026-09-05,823419,2026-09-05T22:05:00Z,Atlanta Braves,Philadelphia Phillies,away,4,671739,Michael Harris II,554430,Zack Wheeler,L,R,L
2026-09-05,823419,2026-09-05T22:05:00Z,Atlanta Braves,Philadelphia Phillies,away,5,643289,Mauricio Dubón,554430,Zack Wheeler,R,R,R
2026-09-05,823419,2026-09-05T22:05:00Z,Atlanta Braves,Philadelphia Phillies,away,6,645277,Ozzie Albies,554430,Zack Wheeler,S,R,L
2026-09-05,823419,2026-09-05T22:05:00Z,Atlanta Braves,Philadelphia Phillies,away,7,642086,Dominic Smith,554430,Zack Wheeler,L,R,L
2026-09-05,823419,2026-09-05T22:05:00Z,Atlanta Braves,Philadelphia Phillies,away,8,663586,Austin Riley,554430,Zack Wheeler,R,R,R
2026-09-05,823419,2026-09-05T22:05:00Z,Atlanta Braves,Philadelphia Phillies,away,9,673490,Ha-Seong Kim,554430,Zack Wheeler,R,R,R
2026-09-05,824389,2026-09-05T22:10:00Z,Cleveland Guardians,Detroit Tigers,home,1,680757,Steven Kwan,664285,Framber Valdez,L,L,L
2026-09-05,824389,2026-09-05T22:10:00Z,Cleveland Guardians,Detroit Tigers,home,2,682657,Angel Martínez,664285,Framber Valdez,S,L,R
