date,game_pk,game_time_utc,team,opponent,home_away,slot,batter_id,batter_name,opp_starter_id,opp_starter_name,bats,opp_throws,stand
2026-09-07,823415,2026-09-07T17:05:00Z,Philadelphia Phillies,Atlanta Braves,home,1,656941,Kyle Schwarber,656550,Grant Holmes,L,R,L
2026-09-07,823415,2026-09-07T17:05:00Z,Philadelphia Phillies,Atlanta Braves,home,2,607208,Trea Turner,656550,Grant Holmes,R,R,R
2026-09-07,823415,2026-09-07T17:05:00Z,Philadelphia Phillies,Atlanta Braves,home,3,547180,Bryce Harper,656550,Grant Holmes,L,R,L
2026-09-07,823415,2026-09-07T17:05:00Z,Philadelphia Phillies,Atlanta Braves,home,4,650333,Luis Arraez,656550,Grant Holmes,L,R,L
2026-09-07,823415,2026-09-07T17:05:00Z,Philadelphia Phillies,Atlanta Braves,home,5,664761,Alec Bohm,656550,Grant Holmes,R,R,R
2026-09-07,823415,2026-09-07T17:05:00Z,Philadelphia Phillies,Atlanta Braves,home,6,681082,Bryson Stott,656550,Grant Holmes,L,R,L
2026-09-07,823415,2026-09-07T17:05:00Z,Philadelphia Phillies,Atlanta Braves,home,7,669016,Brandon Marsh,656550,Grant Holmes,L,R,L
2026-09-07,823415,2026-09-07T17:05:00Z,Philadelphia Phillies,Atlanta Braves,home,8,592663,J.T. Realmuto,656550,Grant Holmes,R,R,R
2026-09-07,823415,2026-09-07T17:05:00Z,Philadelphia Phillies,Atlanta Braves,home,9,702222,Justin Crawford,656550,Grant Holmes,L,R,L
2026-09-07,823415,2026-09-07T17:05:00Z,Atlanta Braves,Philadelphia Phillies,away,1,660670,Ronald Acuña Jr.,666200,Jesús Luzardo,R,L,R
2026-09-07,823415,2026-09-07T17:05:00Z,Atlanta Braves,Philadelphia Phillies,away,2,686948,Drake Baldwin,666200,Jesús Luzardo,L,L,L
2026-09-07,823415,2026-09-07T17:05:00Z,Atlanta Braves,Philadelphia Phillies,away,3,645277,Ozzie Albies,666200,Jesús Luzardo,S,L,R
2026-09-07,823415,2026-09-07T17:05:00Z,Atlanta Braves,Philadelphia Phillies,away,4,621566,Matt Olson,666200,Jesús Luzardo,L,L,L
2026-09-07,823415,2026-09-07T17:05:00Z,Atlanta Braves,Philadelphia Phillies,away,5,657041,Lane Thomas,666200,Jesús Luzardo,R,L,R
2026-09-07,823415,2026-09-07T17:05:00Z,Atlanta Braves,Philadelphia Phillies,away,6,671739,Michael Harris II,666200,Jesús Luzardo,L,L,L
2026-09-07,823415,2026-09-07T17:05:00Z,Atlanta Braves,Philadelphia Phillies,away,7,643289,Mauricio Dubón,666200,Jesús Luzardo,R,L,R
2026-09-07,823415,2026-09-07T17:05:00Z,Atlanta Braves,Philadelphia Phillies,away,8,663586,Austin Riley,666200,Jesús Luzardo,R,L,R
2026-09-07,823415,2026-09-07T17:05:00Z,Atlanta Braves,Philadelphia Phillies,away,9,673490,Ha-Seong Kim,666200,Jesús Luzardo,R,L,R
2026-09-07,823820,2026-09-07T17:10:00Z,Miami Marlins,New York Mets,home,1,669065,Kyle Stowers,804636,Jonah Tong,L,R,L
2026-09-07,823820,2026-09-07T17:10:00Z,Miami Marlins,New York Mets,home,2,681715,Heriberto Hernández,804636,Jonah Tong,R,R,R
2026-09-07,823820,2026-09-07T17:10:00Z,Miami Marlins,New York Mets,home,3,665052,Griffin Conine,804636,Jonah Tong,L,R,L
2026-09-07,823820,2026-09-07T17:10:00Z,Miami Marlins,New York Mets,home,4,672640,Otto Lopez,804636,Jonah Tong,R,R,R
2026-09-07,823820,2026-09-07T17:10:00Z,Miami Marlins,New York Mets,home,5,805300,Jakob Marsee,804636,Jonah Tong,L,R,L
2026-09-07,823820,2026-09-07T17:10:00Z,Miami Marlins,New York Mets,home,6,691594,Javier Sanoja,804636,Jonah Tong,R,R,R
2026-09-07,823820,2026-09-07T17:10:00Z,Miami Marlins,New York Mets,home,7,683357,Owen Caissie,804636,Jonah Tong,L,R,L
2026-09-07,823820,2026-09-07T17:10:00Z,Miami Marlins,New York Mets,home,8,688363,Graham Pauley,804636,Jonah Tong,L,R,L
