date,game_pk,game_time_utc,team,opponent,home_away,slot,batter_id,batter_name,opp_starter_id,opp_starter_name,bats,opp_throws,stand
2026-08-10,822780,2026-08-10T23:07:00Z,Toronto Blue Jays,Boston Red Sox,home,1,664770,Nathan Lukes,543243,Sonny Gray,L,R,L
2026-08-10,822780,2026-08-10T23:07:00Z,Toronto Blue Jays,Boston Red Sox,home,2,703520,Brett Bateman,543243,Sonny Gray,L,R,L
2026-08-10,822780,2026-08-10T23:07:00Z,Toronto Blue Jays,Boston Red Sox,home,3,665489,Vladimir Guerrero Jr.,543243,Sonny Gray,R,R,R
2026-08-10,822780,2026-08-10T23:07:00Z,Toronto Blue Jays,Boston Red Sox,home,4,543807,George Springer,543243,Sonny Gray,R,R,R
2026-08-10,822780,2026-08-10T23:07:00Z,Toronto Blue Jays,Boston Red Sox,home,5,660821,Jesús Sánchez,543243,Sonny Gray,L,R,L
2026-08-10,822780,2026-08-10T23:07:00Z,Toronto Blue Jays,Boston Red Sox,home,6,665926,Andrés Giménez,543243,Sonny Gray,L,R,L
2026-08-10,822780,2026-08-10T23:07:00Z,Toronto Blue Jays,Boston Red Sox,home,7,672960,Kazuma Okamoto,543243,Sonny Gray,R,R,R
2026-08-10,822780,2026-08-10T23:07:00Z,Toronto Blue Jays,Boston Red Sox,home,8,669701,Josh Smith,543243,Sonny Gray,L,R,L
2026-08-10,822780,2026-08-10T23:07:00Z,Toronto Blue Jays,Boston Red Sox,home,9,678218,Brandon Valenzuela,543243,Sonny Gray,S,R,L
2026-08-10,822780,2026-08-10T23:07:00Z,Boston Red Sox,Toronto Blue Jays,away,1,686765,Nick Sogard,592791,Jameson Taillon,S,R,L
2026-08-10,822780,2026-08-10T23:07:00Z,Boston Red Sox,Toronto Blue Jays,away,2,678882,Ceddanne Rafaela,592791,Jameson Taillon,R,R,R
2026-08-10,822780,2026-08-10T23:07:00Z,Boston Red Sox,Toronto Blue Jays,away,3,677800,Wilyer Abreu,592791,Jameson Taillon,L,R,L
2026-08-10,822780,2026-08-10T23:07:00Z,Boston Red Sox,Toronto Blue Jays,away,4,575929,Willson Contreras,592791,Jameson Taillon,R,R,R
2026-08-10,822780,2026-08-10T23:07:00Z,Boston Red Sox,Toronto Blue Jays,away,5,807799,Masataka Yoshida,592791,Jameson Taillon,L,R,L
2026-08-10,822780,2026-08-10T23:07:00Z,Boston Red Sox,Toronto Blue Jays,away,6,702332,Caleb Durbin,592791,Jameson Taillon,R,R,R
2026-08-10,822780,2026-08-10T23:07:00Z,Boston Red Sox,Toronto Blue Jays,away,7,680776,Jarren Duran,592791,Jameson Taillon,L,R,L
2026-08-10,822780,2026-08-10T23:07:00Z,Boston Red Sox,Toronto Blue Jays,away,8,678011,Anthony Seigler,592791,Jameson Taillon,S,R,L
2026-08-10,822780,2026-08-10T23:07:00Z,Boston Red Sox,Toronto Blue Jays,away,9,657136,Connor Wong,592791,Jameson Taillon,R,R,R
2026-08-10,824887,2026-08-10T23:15:00Z,Atlanta Braves,New York Mets,home,1,686948,Drake Baldwin,681035,Christian Scott,L,R,L
2026-08-10,824887,2026-08-10T23:15:00Z,Atlanta Braves,New York Mets,home,2,660670,Ronald Acuña Jr.,681035,Christian Scott,R,R,R
2026-08-10,824887,2026-08-10T23:15:00Z,Atlanta Braves,New York Mets,home,3,621566,Matt Olson,681035,Christian Scott,L,R,L
